profit_fact_id,date_id,shipping_mode_id,order_region_id,category_name_id,profit_value
202,,3,23,2,
203,,3,15,6,
204,,3,15,6,
205,,3,8,2,
206,,3,15,13,
207,,3,16,4,
208,,3,8,3,
209,,3,8,4,-170.0
210,,3,8,13,
211,,3,8,4,
212,,3,22,18,
213,,3,11,12,
214,,3,8,21,
215,,3,15,6,
216,,3,16,12,
217,,3,15,7,
218,,3,8,2,144.0
219,,3,8,7,-9.75
220,,3,16,7,
221,,3,16,7,
222,,3,15,7,
223,,3,15,7,
224,,3,8,7,
225,,3,22,2,
226,,3,16,7,
227,,3,16,7,
228,,3,8,7,
229,,3,8,7,
230,,3,8,7,
231,,3,8,2,
232,,3,15,7,
233,,3,16,7,
234,,3,16,7,
235,,3,16,7,
236,,3,15,7,
237,,3,16,7,
238,,3,16,7,
239,,3,15,7,
240,,3,8,7,
241,,3,16,7,
242,,3,16,7,
243,,3,16,7,
244,,3,15,2,
245,,3,8,7,
246,,3,8,7,36.75
247,,3,8,7,
248,,3,16,7,
249,,3,8,22,
250,,3,8,7,
251,,3,16,7,
252,,3,16,7,
253,,3,15,7,
254,,3,8,7,
255,,1,11,2,
256,,1,10,2,
257,,1,9,2,
258,,1,11,2,
259,,1,10,2,
260,,1,11,2,
261,,1,9,2,
262,,1,9,3,
263,,1,10,3,
264,,1,11,13,
265,,1,11,4,
266,,1,10,13,
267,,1,10,3,
268,,1,11,4,48.0
269,,1,11,13,
270,,1,11,4,
271,,1,10,3,
272,,1,10,3,
273,,1,10,3,
274,,1,11,4,58.0
275,,1,10,13,
276,,1,11,12,18.0
277,,1,9,12,
278,,1,11,14,
279,,1,11,14,
280,,1,11,19,
281,,1,11,3,
282,,1,11,13,
283,,1,10,4,98.0
284,,1,3,6,
285,,1,2,11,
286,,1,3,12,
287,,1,2,6,
288,,1,5,6,
289,,1,5,6,
290,,1,4,6,
291,,1,1,12,
292,,1,5,2,
293,,1,5,2,
294,,1,2,3,
295,,1,5,4,
296,,1,3,3,
297,,1,5,4,
298,,1,4,4,
299,,1,19,6,
300,,1,19,2,
301,,1,14,2,
302,,1,13,2,
303,,1,14,3,
304,,1,14,3,
305,,1,12,4,-290.5
306,,1,14,4,
307,,1,13,18,
308,,1,19,3,
309,,1,13,3,
310,,1,15,2,
311,,1,15,2,
312,,1,22,2,
313,,1,8,4,
314,,1,8,4,
315,,1,15,3,
316,,1,15,4,
317,,1,15,6,
318,,1,15,6,
319,,1,15,6,
320,,1,8,12,
321,,1,15,6,
322,,1,22,12,
323,,1,16,6,
324,,1,8,6,
325,,1,15,6,
326,,1,8,6,
327,,1,8,2,
328,,1,16,2,
329,,1,8,2,
330,,1,8,2,31.75
331,,1,15,2,
332,,1,8,2,
333,,1,8,2,
334,,1,15,2,
335,,1,22,2,
336,,1,16,2,
337,,1,8,2,
338,,1,3,7,
339,,1,3,7,
340,,1,3,16,0.0
341,,1,2,7,
342,,1,1,22,
343,,1,1,7,
344,,1,4,2,
345,,1,4,7,
346,,1,4,7,
347,,1,5,7,
348,,1,3,7,
349,,1,2,17,
350,,1,2,7,
351,,1,1,2,
352,,1,1,17,
353,,1,1,7,
354,,1,1,16,
355,,1,4,7,
356,,1,4,7,
357,,1,4,7,
358,,1,4,7,
359,,1,2,7,
360,,1,2,7,
361,,1,2,7,
362,,1,2,7,
363,,1,2,16,
364,,1,1,7,
365,,1,4,7,
366,,1,4,7,
367,,1,4,7,
368,,1,5,2,
369,,1,5,7,
370,,1,5,7,
371,,1,3,2,
372,,1,2,2,
373,,1,2,7,
374,,1,2,7,
375,,1,2,7,
376,,1,2,7,
377,,1,2,7,
378,,1,1,23,
379,,1,1,17,
380,,1,4,22,
381,,1,4,2,
382,,1,4,7,
383,,1,5,2,
384,,1,5,7,
385,,1,5,7,
386,,1,5,7,
387,,1,3,7,
388,,1,3,7,
389,,1,3,16,
390,,1,2,7,
391,,1,1,23,
392,,1,8,6,
393,,1,8,6,
394,,1,8,12,
395,,1,15,6,
396,,1,8,6,
397,,1,16,6,
398,,1,8,6,
399,,1,22,6,
400,,1,8,6,
401,,1,15,2,
402,,1,15,2,
403,,1,8,2,
404,,1,15,2,
405,,1,8,2,
406,,1,8,2,
407,,1,8,2,
408,,1,22,2,
409,,1,8,2,
410,,1,22,2,
411,,1,22,2,
412,,1,8,2,
413,,1,8,2,
414,,1,8,2,
415,,1,15,2,
416,,1,8,2,
417,,1,16,2,
418,,1,8,2,
419,,1,22,2,
420,,1,15,2,
421,,1,22,2,
422,,1,8,2,
423,,1,8,2,
424,,1,15,2,
425,,1,16,2,
426,,1,15,2,
427,,1,22,2,
428,,1,15,2,
429,,1,15,2,
430,,1,8,2,
431,,1,8,2,
432,,1,16,2,
433,,1,16,2,
434,,1,8,2,
435,,1,22,2,
436,,1,16,2,
437,,1,15,2,
438,,1,8,2,
439,,1,10,14,
440,,1,9,19,
441,,1,11,12,
442,,1,10,6,
443,,1,11,6,
444,,1,10,3,
445,,1,10,4,
446,,1,5,2,
447,,1,5,14,
448,,1,21,6,
449,,1,4,5,
450,,1,4,6,
451,,1,2,6,
452,,1,3,5,
453,,1,3,2,
454,,1,1,2,
455,,1,2,2,
456,,1,2,2,
457,,1,4,2,
458,,1,3,4,
459,,1,3,3,
460,,1,5,13,
461,,1,2,4,
462,,1,2,3,
463,,1,2,3,
464,,1,3,4,
465,,1,3,18,
466,,1,1,12,
467,,1,4,11,9.0
468,,1,3,6,
469,,1,3,6,
470,,1,3,6,
471,,1,3,6,
472,,1,3,6,
473,,1,2,2,
474,,1,1,2,
475,,1,1,2,
476,,1,21,4,
477,,1,3,4,
478,,1,2,3,
479,,3,10,2,
480,,3,11,2,
481,,3,11,4,
482,,3,10,4,
483,,3,10,4,30.75
484,,3,2,2,
485,,3,2,2,
486,,3,2,4,84.0
487,,3,2,3,
488,,3,7,2,
489,,3,6,4,
490,,3,6,4,
491,,1,19,4,
492,,1,12,6,
493,,1,12,7,
494,,1,13,7,65.0
495,,1,12,7,
496,,1,19,7,
497,,1,14,2,
498,,1,19,7,
499,,1,12,7,
500,,1,14,2,0.449999988
501,,1,20,12,
502,,1,19,8,
503,,1,19,8,
504,,1,13,8,33.0
505,,1,13,8,
506,,1,13,8,
507,,1,13,8,
508,,1,8,10,
509,,1,8,24,
510,,1,8,8,
511,,1,16,9,
512,,1,8,9,
513,,1,8,9,
514,,1,8,9,
515,,1,8,9,
516,,1,15,10,
517,,1,8,9,
518,,1,8,9,
519,,1,8,9,
520,,1,16,25,
521,,1,8,6,
522,,1,8,6,
523,,1,8,6,10.05
524,,1,22,6,
525,,1,15,6,
526,,1,15,7,
527,,1,8,22,
528,,1,8,7,
529,,1,16,22,
530,,1,16,7,
531,,1,15,7,
532,,1,22,7,
533,,1,16,2,
534,,1,15,7,
535,,1,8,7,
536,,1,15,7,
537,,1,8,2,
538,,1,8,7,
539,,1,8,7,
540,,1,16,7,
541,,1,15,7,
542,,1,8,7,
543,,1,8,7,
544,,1,8,7,
545,,1,16,7,
546,,1,16,7,
547,,1,8,7,0.0
548,,1,8,7,
549,,1,15,2,
550,,1,8,22,
551,,1,16,2,
552,,1,15,7,
553,,1,15,2,
554,,1,15,7,
555,,1,15,7,
556,,1,15,7,
557,,1,15,7,
558,,1,15,7,
559,,1,8,7,
560,,1,8,2,
561,,1,8,7,
562,,1,16,7,
563,,1,22,2,
564,,1,8,7,
565,,3,16,7,
566,,3,16,7,
567,,3,16,7,
568,,3,8,2,
569,,3,8,7,
570,,3,16,7,
571,,3,15,22,
572,,3,8,22,
573,,3,8,7,
574,,3,16,7,
575,,3,15,22,
576,,3,15,7,
577,,3,8,22,
578,,3,8,7,
579,,3,16,7,
580,,3,8,7,
581,,3,15,3,
582,,3,16,4,
583,,3,8,3,-0.50999999
584,,3,22,4,
585,,3,8,4,
586,,3,8,4,
587,,3,8,4,
588,,3,15,3,
589,,3,16,3,
590,,3,8,4,
591,,3,16,26,
592,,3,8,24,
593,,3,8,8,
594,,3,15,24,0.0
595,,3,8,8,
596,,3,16,24,
597,,3,16,24,
598,,3,15,8,72.0
599,,3,8,8,
600,,3,15,8,
601,,3,15,8,
602,,3,16,8,
603,,3,16,8,
604,,3,16,24,
605,,3,16,24,
606,,3,15,24,-91.0
607,,3,8,8,
608,,3,16,24,
609,,3,16,8,
610,,3,16,8,
611,,3,8,8,
612,,3,8,24,
613,,3,16,24,
614,,3,15,8,
615,,3,8,8,
616,,3,16,8,
617,,3,16,24,
618,,3,15,8,
619,,3,15,8,
620,,3,8,24,
621,,3,8,8,
622,,3,16,24,
623,,3,15,24,
624,,3,8,8,
625,,3,8,24,
626,,3,8,24,
627,,3,22,8,72.0
628,,3,15,24,
629,,3,22,8,
630,,3,15,24,
631,,3,8,24,87.0
632,,3,8,24,
633,,3,8,6,
634,,3,8,7,
635,,3,8,2,
636,,3,8,2,
637,,3,8,7,
638,,3,8,7,
639,,3,8,7,
640,,3,8,7,
641,,3,8,7,
642,,3,8,7,
643,,3,15,7,
644,,3,8,22,
645,,3,8,7,
646,,3,16,7,
647,,3,15,4,-30.0
648,,3,8,24,
649,,3,16,8,
650,,3,16,24,
651,,3,8,24,
652,,3,10,6,
653,,3,11,6,
654,,3,11,6,
655,,1,16,2,
656,,1,16,2,
657,,1,8,4,
658,,1,8,4,
659,,1,16,4,
660,,1,8,4,72.0
661,,1,15,4,
662,,1,15,4,
663,,1,8,3,
664,,1,8,4,
665,,1,16,4,
666,,1,16,3,
667,,1,8,4,
668,,1,8,3,
669,,1,8,3,
670,,1,8,19,
671,,1,15,18,
672,,1,8,27,
673,,1,8,6,
674,,1,15,6,
675,,1,22,6,
676,,1,8,6,
677,,1,15,6,
678,,1,8,6,
679,,1,8,6,
680,,1,15,6,
681,,1,8,6,
682,,1,8,6,
683,,1,8,28,
684,,1,8,2,
685,,1,8,2,
686,,1,15,2,
687,,1,8,2,
688,,1,15,2,
689,,1,8,2,
690,,1,8,2,
691,,1,16,2,
692,,1,8,2,
693,,1,8,2,
694,,1,8,2,
695,,1,15,2,
696,,1,8,2,
697,,1,8,2,96.75
698,,1,22,2,
699,,1,16,2,
700,,1,15,2,
701,,1,16,4,
702,,1,15,3,
703,,1,8,4,70.0
704,,1,8,3,
705,,1,8,4,
706,,1,8,4,
707,,1,16,4,
708,,1,8,4,
709,,1,16,3,
710,,1,16,4,
711,,1,8,4,18.0
712,,1,8,3,
713,,1,22,4,
714,,1,8,3,17.0
715,,1,8,4,
716,,1,8,3,
717,,1,8,4,
718,,1,16,4,
719,,1,15,4,
720,,1,16,4,20.05
721,,1,15,4,
722,,1,8,3,
723,,1,22,4,-272.0
724,,1,16,4,
725,,1,16,18,
726,,1,8,6,
727,,1,22,2,
728,,1,8,2,
729,,1,15,2,
730,,1,16,4,88.0
731,,1,8,4,
732,,1,15,4,
733,,1,22,4,
734,,1,8,3,
735,,1,11,6,
736,,1,11,6,
737,,1,11,2,
738,,1,11,2,
739,,1,10,2,
740,,1,10,2,
741,,1,10,2,
742,,1,9,2,
743,,1,4,3,
744,,1,5,4,
745,,1,1,4,
746,,1,2,3,
747,,1,2,4,
748,,1,5,19,
749,,1,1,18,
750,,1,3,6,
751,,1,2,6,
752,,1,5,6,
753,,1,2,6,
754,,1,1,6,
755,,1,2,6,
756,,1,4,6,
757,,1,2,2,
758,,1,3,2,
759,,1,2,2,
760,,1,3,2,
761,,1,5,2,
762,,1,1,2,
763,,1,4,2,
764,,1,1,3,
765,,1,1,3,
766,,1,21,4,
767,,1,1,4,
768,,1,2,4,
769,,1,1,4,
770,,1,1,4,
771,,1,2,3,
772,,1,4,4,
773,,1,3,3,
774,,1,4,3,
775,,1,2,12,
776,,1,4,18,
777,,1,5,19,
778,,1,2,19,
779,,1,1,19,
780,,1,1,19,
781,,1,5,19,
782,,1,2,6,
783,,1,2,3,
784,,1,2,4,
785,,1,2,3,
786,,1,17,6,4.0
787,,1,7,2,
788,,1,23,13,
789,,1,7,4,
790,,1,6,4,
791,,1,6,12,
792,,1,23,12,
793,,1,17,6,
794,,1,6,2,
795,,1,18,2,
796,,1,18,2,77.75
797,,1,23,2,
798,,1,6,2,
799,,1,6,2,
800,,1,18,4,61.75
801,,1,17,3,
802,,1,7,4,
803,,1,6,4,
804,,1,17,4,
805,,1,6,4,-320.0
806,,1,18,12,
807,,1,23,12,
808,,1,7,6,
809,,1,23,6,
810,,1,6,6,
811,,1,6,2,77.75
812,,1,17,2,
813,,1,18,2,
814,,1,7,2,
815,,1,18,3,
816,,1,17,3,
817,,1,7,3,
818,,1,18,4,
819,,1,17,3,
820,,1,18,4,
821,,1,17,3,
822,,1,6,3,
823,,1,6,4,
824,,1,7,4,96.0
825,,1,7,12,
826,,1,6,14,
827,,1,17,6,
828,,1,6,6,
829,,1,6,6,
830,,1,6,4,
831,,1,6,4,
832,,1,6,12,
833,,2,16,9,
834,,2,15,7,
835,,2,15,7,
836,,2,8,7,
837,,2,8,7,
838,,2,15,7,
839,,2,8,7,
840,,2,8,7,
841,,2,15,7,
842,,2,8,7,
843,,2,8,7,
844,,2,8,22,
845,,2,16,2,
846,,2,15,4,
847,,1,8,2,
848,,1,16,2,6.0
849,,1,15,2,
850,,1,8,2,
851,,1,8,2,24.0
852,,1,8,3,
853,,1,8,3,
854,,1,8,3,
855,,1,8,4,
856,,1,22,3,0.0
857,,1,16,4,
858,,1,15,4,
859,,1,16,4,108.0
860,,1,15,3,
861,,1,8,3,
862,,1,8,4,
863,,1,22,4,
864,,1,16,4,
865,,1,15,4,
866,,1,8,4,76.0
867,,1,22,3,
868,,1,8,4,
869,,1,8,4,
870,,1,8,4,
871,,1,8,4,
872,,1,8,4,
873,,1,16,3,
874,,1,15,4,
875,,1,8,4,
876,,1,8,4,
877,,1,8,4,
878,,1,22,4,
879,,1,16,13,
880,,1,16,3,
881,,1,8,4,-360.0
882,,1,8,4,
883,,1,8,3,
884,,1,22,4,
885,,1,8,3,
886,,1,8,4,
887,,1,15,4,
888,,1,8,4,
889,,1,16,3,
890,,1,15,4,
891,,1,8,3,
892,,1,8,4,
893,,1,16,4,
894,,1,8,13,
895,,1,8,3,
896,,1,8,4,
897,,1,8,4,-143.5
898,,1,8,4,
899,,1,16,4,52.0
900,,1,15,3,
901,,1,8,4,15.0
902,,1,8,4,12.0
903,,1,22,3,
904,,1,22,4,
905,,1,8,3,
906,,1,8,4,
907,,1,8,4,
908,,1,16,14,
909,,1,8,14,
910,,1,22,14,
911,,1,8,18,
912,,1,8,14,
913,,1,8,18,
914,,1,8,19,
915,,1,15,29,
916,,1,8,6,
917,,1,15,6,
918,,1,16,6,42.0
919,,1,8,6,
920,,1,16,2,
921,,1,22,2,
922,,1,8,2,
923,,1,15,2,
924,,1,4,2,
925,,1,4,7,
926,,1,5,7,
927,,1,3,7,
928,,1,2,7,
929,,1,1,2,
930,,1,1,17,
931,,1,4,22,
932,,1,4,22,
933,,1,4,2,
934,,1,4,7,
935,,1,4,7,
936,,1,4,7,
937,,1,5,7,
938,,1,3,2,
939,,1,3,7,
940,,1,2,16,
941,,1,4,22,
942,,1,2,17,
943,,1,1,2,
944,,1,2,7,
945,,1,2,7,
946,,1,2,16,
947,,1,4,2,
948,,1,4,7,
949,,1,5,7,
950,,1,3,23,
951,,1,3,2,
952,,1,3,7,
953,,1,2,7,
954,,1,1,7,
955,,1,1,7,
956,,1,4,2,
957,,1,5,7,
958,,1,1,4,-38.75
959,,1,4,3,
960,,1,5,4,
961,,1,5,3,
962,,1,2,4,
963,,1,2,4,
964,,1,2,4,
965,,1,2,4,
966,,1,4,4,
967,,1,5,4,
968,,1,2,3,
969,,1,2,4,
970,,1,1,4,
971,,1,5,4,
972,,1,3,4,
973,,1,2,4,
974,,1,1,4,
975,,1,2,3,
976,,1,4,4,
977,,1,1,4,
978,,1,5,3,
979,,1,2,30,
980,,1,3,14,
981,,1,3,30,
982,,1,1,14,
983,,1,4,30,
984,,1,4,30,
985,,1,3,30,
986,,1,3,30,
987,,1,3,30,
988,,1,1,30,
989,,1,2,14,
990,,1,2,30,
991,,1,4,30,
992,,1,5,14,
993,,1,2,30,
994,,1,3,30,
995,,1,3,30,
996,,1,3,30,
997,,1,2,30,
998,,1,5,19,
999,,1,3,30,
1000,,1,2,30,
1001,,1,3,30,
1002,,1,2,14,
1003,,1,5,18,
1004,,1,3,14,
1005,,1,2,18,
1006,,1,2,19,
1007,,1,2,24,50.0
1008,,1,4,8,
1009,,1,2,18,
1010,,1,2,14,
1011,,1,2,6,
1012,,1,4,3,
1013,,1,23,2,
1014,,1,23,3,
1015,,1,23,4,
1016,,1,23,4,
1017,,1,17,6,
1018,,1,6,6,
1019,,1,6,6,
1020,,1,23,6,
1021,,1,18,6,
1022,,1,17,2,
1023,,1,7,2,
1024,,1,6,2,
1025,,1,23,2,
1026,,1,23,2,
1027,,1,17,4,
1028,,1,17,4,
1029,,1,7,13,
1030,,1,17,4,
1031,,1,17,4,2.25
1032,,1,23,4,-45.5
1033,,1,17,3,
1034,,1,23,3,-94.0
1035,,1,17,12,
1036,,1,6,6,
1037,,1,23,28,
1038,,1,17,6,
1039,,1,7,12,
1040,,1,17,2,
1041,,1,6,2,
1042,,1,6,2,
1043,,1,6,2,
1044,,1,17,3,
1045,,1,23,13,
1046,,1,23,4,
1047,,1,17,4,
1048,,1,23,3,
1049,,1,17,4,0.0
1050,,1,7,14,
1051,,1,7,2,
1052,,1,18,2,
1053,,1,6,2,
1054,,1,23,3,
1055,,1,6,14,
1056,,1,12,2,
1057,,1,19,4,
1058,,1,13,2,
1059,,1,12,4,
1060,,1,14,6,
1061,,1,12,2,
1062,,1,14,4,
1063,,1,19,4,
1064,,1,12,3,
1065,,1,14,4,
1066,,1,12,19,
1067,,1,14,6,
1068,,1,8,2,
1069,,1,8,2,
1070,,1,16,3,
1071,,1,16,4,
1072,,1,15,4,
1073,,1,22,4,
1074,,1,8,6,
1075,,1,8,6,
1076,,1,8,28,
1077,,1,8,6,
1078,,1,8,28,
1079,,1,8,2,
1080,,1,22,2,
1081,,1,16,2,-39.0
1082,,1,8,2,
1083,,1,15,2,
1084,,1,15,2,
1085,,1,8,2,
1086,,1,8,3,
1087,,1,8,4,
1088,,1,15,4,
1089,,1,8,3,
1090,,1,16,4,
1091,,1,15,3,
1092,,1,8,13,
1093,,1,8,4,
1094,,1,15,4,
1095,,1,8,4,
1096,,1,8,13,
1097,,1,10,31,
1098,,2,11,31,
1099,,4,11,31,
1100,,2,11,31,
1101,,1,11,31,0.270000011
1102,,1,11,31,
1103,,1,11,31,
1104,,1,11,31,
1105,,3,10,31,
1106,,1,11,31,
1107,,2,10,31,
1108,,2,11,31,
1109,,1,10,31,
1110,,1,11,31,
1111,,3,11,31,
1112,,1,19,31,
1113,,2,5,31,
1114,,1,5,31,
1115,,4,5,31,4.0
1116,,2,19,31,
1117,,1,14,31,
1118,,1,5,31,
1119,,1,5,31,
1120,,3,12,31,
1121,,1,13,31,
1122,,1,22,31,
1123,,1,5,31,
1124,,1,12,31,
1125,,1,12,31,
1126,,3,22,31,
1127,,1,22,31,
1128,,3,5,31,
1129,,3,5,31,
1130,,1,19,31,
1131,,2,15,31,
1132,,2,18,31,
1133,,3,1,31,
1134,,1,22,31,
1135,,2,5,31,
1136,,3,14,31,
1137,,1,6,31,
1138,,1,6,31,
1139,,1,7,31,
1140,,1,17,31,
1141,,4,17,31,
1142,,1,23,31,
1143,,3,6,31,
1144,,1,17,31,
1145,,1,7,31,
1146,,1,17,31,
1147,,1,23,31,
1148,,3,17,31,
1149,,1,17,31,
1150,,3,23,31,
1151,,3,6,31,
1152,,1,23,31,
1153,,1,7,31,
1154,,1,7,31,
1155,,2,23,31,
1156,,1,7,31,
1157,,1,2,31,
1158,,1,2,31,
1159,,1,2,31,
1160,,1,4,31,
1161,,1,3,31,
1162,,1,2,31,
1163,,1,2,31,
1164,,2,1,31,
1165,,3,4,31,
1166,,4,4,31,
1167,,3,1,31,3.0
1168,,3,1,31,
1169,,1,4,31,
1170,,1,2,31,
1171,,2,1,31,
1172,,1,2,31,
1173,,1,2,31,
1174,,1,1,31,
1175,,3,2,31,
1176,,4,4,31,
1177,,4,1,31,
1178,,2,4,31,
1179,,2,3,31,
1180,,1,4,31,
1181,,1,4,31,
1182,,1,1,31,
1183,,4,3,31,
1184,,2,3,31,
1185,,1,1,31,0.610000014
1186,,1,2,31,
1187,,2,8,31,
1188,,1,8,31,
1189,,1,15,31,
1190,,1,8,31,
1191,,1,15,31,
1192,,1,8,31,
1193,,1,15,31,
1194,,1,15,31,-3.5
1195,,1,8,31,
1196,,1,8,31,
1197,,1,8,31,
1198,,1,15,31,
1199,,3,8,31,0.870000005
1200,,1,8,31,
1201,,1,15,31,
1202,,1,16,31,
1203,,1,16,31,
1204,,2,8,31,
1205,,1,15,31,
1206,,1,15,31,
1207,,2,8,31,
1208,,1,8,31,
1209,,2,8,31,
1210,,1,8,31,17.05
1211,,4,8,31,
1212,,1,8,31,
1213,,3,8,31,
1214,,3,8,31,
1215,,1,8,31,
1216,,4,10,31,
1217,,2,10,31,
1218,,3,11,31,
1219,,1,11,31,
1220,,1,10,31,
1221,,1,11,31,
1222,,1,10,31,
1223,,1,11,31,
1224,,1,11,31,
1225,,2,11,31,
1226,,1,9,31,
1227,,3,9,31,
1228,,4,11,31,
1229,,1,11,31,
1230,,1,10,31,
1231,,1,9,31,
1232,,1,10,31,
1233,,2,10,31,
1234,,4,9,31,
1235,,2,11,31,
1236,,2,11,31,
1237,,4,11,31,
1238,,1,9,31,16.05
1239,,3,11,31,
1240,,3,10,31,5.0
1241,,1,10,31,
1242,,1,11,31,
1243,,2,11,31,10.0
1244,,2,11,31,
1245,,3,11,31,
1246,,1,12,31,
1247,,2,14,31,
1248,,4,22,31,
1249,,1,20,31,
1250,,4,13,31,
1251,,4,5,31,
1252,,2,14,31,
1253,,1,15,7,
1254,,1,16,7,
1255,,1,15,7,
1256,,1,8,2,
1257,,1,8,7,
1258,,1,16,7,
1259,,1,8,22,
1260,,1,22,4,24.0
1261,,1,8,4,
1262,,1,8,4,
1263,,1,8,4,
1264,,1,15,4,
1265,,1,8,4,
1266,,1,16,3,
1267,,1,8,3,
1268,,1,8,4,
1269,,1,22,4,
1270,,1,22,4,0.0
1271,,1,8,13,
1272,,1,8,4,3.0
1273,,1,22,14,6.05
1274,,1,16,26,
1275,,1,8,26,
1276,,1,15,8,
1277,,1,15,8,
1278,,1,8,8,
1279,,1,15,24,
1280,,1,22,8,
1281,,1,8,8,
1282,,1,8,8,
1283,,1,8,8,
1284,,1,8,8,
1285,,1,8,24,
1286,,1,15,8,
1287,,1,8,24,
1288,,1,15,8,
1289,,1,8,8,
1290,,1,8,8,
1291,,1,16,24,
1292,,1,15,24,
1293,,1,8,24,
1294,,1,15,8,
1295,,1,8,24,
1296,,1,16,8,
1297,,1,8,8,72.0
1298,,1,8,8,
1299,,1,10,6,36.75
1300,,1,11,6,
1301,,1,10,24,-85.5
1302,,1,10,11,
1303,,1,10,6,34.0
1304,,1,11,6,
1305,,1,9,6,
1306,,1,11,6,
1307,,1,9,6,
1308,,1,9,6,
1309,,1,10,6,24.75
1310,,1,9,7,
1311,,1,11,7,
1312,,1,11,7,34.75
1313,,1,10,7,
1314,,1,11,2,
1315,,1,11,7,
1316,,1,10,7,
1317,,1,10,7,
1318,,1,11,7,
1319,,1,10,7,
1320,,1,10,7,
1321,,1,9,7,
1322,,1,11,7,
1323,,1,11,7,
1324,,1,10,2,
1325,,1,9,7,
1326,,1,9,7,
1327,,1,11,2,
1328,,1,11,7,
1329,,1,10,2,
