shipping_fact_id,date_id,shipping_mode_id,order_region_id,shipping_delay,is_late
288,,1,5,-2.0,False
289,,1,5,-1.0,False
290,,1,4,-2.0,False
291,,1,1,-2.0,False
292,,1,5,-1.0,False
293,,1,5,0.0,False
294,,1,2,-1.0,False
295,,1,5,-2.0,False
296,,1,3,0.0,False
297,,1,5,-1.0,False
298,,1,4,0.0,False
299,,1,19,2.0,True
300,,1,19,-2.0,False
301,,1,14,0.0,False
302,,1,13,2.0,True
303,,1,14,1.0,True
304,,1,14,-2.0,False
305,,1,12,-1.0,False
306,,1,14,-2.0,False
307,,1,13,-2.0,False
308,,1,19,0.0,False
309,,1,13,0.0,False
310,,1,15,0.0,False
311,,1,15,1.0,True
312,,1,22,1.0,True
313,,1,8,-1.0,False
314,,1,8,1.0,True
315,,1,15,0.0,False
316,,1,15,-1.0,False
317,,1,15,-1.0,False
318,,1,15,-1.0,False
319,,1,15,-2.0,False
320,,1,8,-1.0,False
321,,1,15,0.0,False
322,,1,22,0.0,False
323,,1,16,0.0,False
324,,1,8,1.0,True
325,,1,15,-2.0,False
326,,1,8,1.0,True
327,,1,8,-2.0,False
328,,1,16,-2.0,False
329,,1,8,1.0,True
330,,1,8,0.0,False
331,,1,15,-1.0,False
332,,1,8,1.0,True
333,,1,8,1.0,True
334,,1,15,-2.0,False
335,,1,22,0.0,False
336,,1,16,-2.0,False
337,,1,8,0.0,False
338,,1,3,2.0,True
339,,1,3,-2.0,False
340,,1,3,1.0,True
341,,1,2,1.0,True
342,,1,1,1.0,True
343,,1,1,0.0,False
344,,1,4,2.0,True
345,,1,4,-2.0,False
346,,1,4,0.0,False
347,,1,5,1.0,True
348,,1,3,-1.0,False
349,,1,2,-1.0,False
350,,1,2,-2.0,False
351,,1,1,-2.0,False
352,,1,1,2.0,True
353,,1,1,-2.0,False
354,,1,1,-1.0,False
355,,1,4,0.0,False
356,,1,4,-1.0,False
357,,1,4,-2.0,False
358,,1,4,0.0,False
359,,1,2,-1.0,False
360,,1,2,0.0,False
361,,1,2,1.0,True
362,,1,2,-1.0,False
363,,1,2,-1.0,False
364,,1,1,-2.0,False
365,,1,4,0.0,False
366,,1,4,-1.0,False
367,,1,4,1.0,True
368,,1,5,-2.0,False
369,,1,5,1.0,True
370,,1,5,0.0,False
371,,1,3,-2.0,False
372,,1,2,-2.0,False
373,,1,2,1.0,True
374,,1,2,0.0,False
375,,1,2,0.0,False
376,,1,2,-1.0,False
377,,1,2,1.0,True
378,,1,1,1.0,True
379,,1,1,0.0,False
380,,1,4,-2.0,False
381,,1,4,-1.0,False
382,,1,4,-1.0,False
383,,1,5,-2.0,False
384,,1,5,2.0,True
385,,1,5,1.0,True
386,,1,5,-1.0,False
387,,1,3,-1.0,False
388,,1,3,0.0,False
389,,1,3,-2.0,False
390,,1,2,2.0,True
391,,1,1,0.0,False
392,,1,8,2.0,True
393,,1,8,0.0,False
394,,1,8,-2.0,False
395,,1,15,-2.0,False
396,,1,8,2.0,True
397,,1,16,1.0,True
398,,1,8,1.0,True
399,,1,22,1.0,True
400,,1,8,0.0,False
401,,1,15,0.0,False
402,,1,15,-2.0,False
403,,1,8,0.0,False
404,,1,15,0.0,False
405,,1,8,0.0,False
406,,1,8,-1.0,False
407,,1,8,0.0,False
408,,1,22,0.0,False
409,,1,8,1.0,True
410,,1,22,-2.0,False
411,,1,22,-1.0,False
412,,1,8,0.0,False
413,,1,8,-1.0,False
414,,1,8,-1.0,False
415,,1,15,-2.0,False
416,,1,8,1.0,True
417,,1,16,2.0,True
418,,1,8,1.0,True
419,,1,22,-2.0,False
420,,1,15,1.0,True
421,,1,22,-2.0,False
422,,1,8,1.0,True
423,,1,8,-1.0,False
424,,1,15,-2.0,False
425,,1,16,2.0,True
426,,1,15,0.0,False
427,,1,22,-2.0,False
428,,1,15,1.0,True
429,,1,15,0.0,False
430,,1,8,-2.0,False
431,,1,8,1.0,True
432,,1,16,0.0,False
433,,1,16,2.0,True
434,,1,8,1.0,True
435,,1,22,1.0,True
436,,1,16,-1.0,False
437,,1,15,2.0,True
438,,1,8,-2.0,False
439,,1,10,-2.0,False
440,,1,9,1.0,True
441,,1,11,-2.0,False
442,,1,10,-2.0,False
443,,1,11,-2.0,False
444,,1,10,0.0,False
445,,1,10,0.0,False
446,,1,5,1.0,True
447,,1,5,1.0,True
448,,1,21,-2.0,False
449,,1,4,0.0,False
450,,1,4,-2.0,False
451,,1,2,0.0,False
452,,1,3,0.0,False
453,,1,3,-1.0,False
454,,1,1,-2.0,False
455,,1,2,0.0,False
456,,1,2,1.0,True
457,,1,4,-2.0,False
458,,1,3,0.0,False
459,,1,3,1.0,True
460,,1,5,-2.0,False
461,,1,2,-2.0,False
462,,1,2,-2.0,False
463,,1,2,-1.0,False
464,,1,3,-1.0,False
465,,1,3,0.0,False
466,,1,1,-2.0,False
467,,1,4,2.0,True
468,,1,3,0.0,False
469,,1,3,0.0,False
470,,1,3,0.0,False
471,,1,3,0.0,False
472,,1,3,-1.0,False
473,,1,2,2.0,True
474,,1,1,-1.0,False
475,,1,1,-2.0,False
476,,1,21,1.0,True
477,,1,3,-2.0,False
478,,1,2,0.0,False
479,,3,10,2.0,True
480,,3,11,1.0,True
481,,3,11,0.0,False
482,,3,10,1.0,True
483,,3,10,2.0,True
484,,3,2,2.0,True
485,,3,2,0.0,False
486,,3,2,0.0,False
487,,3,2,0.0,False
488,,3,7,0.0,False
489,,3,6,4.0,True
490,,3,6,0.0,False
491,,1,19,-2.0,False
492,,1,12,2.0,True
493,,1,12,0.0,False
494,,1,13,0.0,False
495,,1,12,0.0,False
496,,1,19,2.0,True
497,,1,14,-1.0,False
498,,1,19,-1.0,False
499,,1,12,2.0,True
500,,1,14,-1.0,False
501,,1,20,-1.0,False
502,,1,19,2.0,True
503,,1,19,-1.0,False
504,,1,13,-1.0,False
505,,1,13,2.0,True
506,,1,13,0.0,False
507,,1,13,0.0,False
508,,1,8,-1.0,False
509,,1,8,0.0,False
510,,1,8,0.0,False
511,,1,16,2.0,True
512,,1,8,2.0,True
513,,1,8,0.0,False
514,,1,8,-2.0,False
515,,1,8,-2.0,False
516,,1,15,-2.0,False
517,,1,8,0.0,False
518,,1,8,-1.0,False
519,,1,8,2.0,True
520,,1,16,0.0,False
521,,1,8,1.0,True
522,,1,8,-2.0,False
523,,1,8,-1.0,False
524,,1,22,-2.0,False
525,,1,15,2.0,True
526,,1,15,-2.0,False
527,,1,8,2.0,True
528,,1,8,1.0,True
529,,1,16,0.0,False
530,,1,16,2.0,True
531,,1,15,2.0,True
532,,1,22,-2.0,False
533,,1,16,2.0,True
534,,1,15,0.0,False
535,,1,8,1.0,True
536,,1,15,0.0,False
537,,1,8,-1.0,False
538,,1,8,0.0,False
539,,1,8,-2.0,False
540,,1,16,0.0,False
541,,1,15,2.0,True
542,,1,8,-2.0,False
543,,1,8,-2.0,False
544,,1,8,2.0,True
545,,1,16,2.0,True
546,,1,16,1.0,True
547,,1,8,-2.0,False
548,,1,8,-2.0,False
549,,1,15,0.0,False
550,,1,8,-2.0,False
551,,1,16,0.0,False
552,,1,15,0.0,False
553,,1,15,2.0,True
554,,1,15,0.0,False
555,,1,15,2.0,True
556,,1,15,0.0,False
557,,1,15,0.0,False
558,,1,15,2.0,True
559,,1,8,0.0,False
560,,1,8,0.0,False
561,,1,8,-2.0,False
562,,1,16,-2.0,False
563,,1,22,1.0,True
564,,1,8,2.0,True
565,,3,16,4.0,True
566,,3,16,1.0,True
567,,3,16,1.0,True
568,,3,8,0.0,False
569,,3,8,0.0,False
570,,3,16,4.0,True
571,,3,15,3.0,True
572,,3,8,1.0,True
573,,3,8,4.0,True
574,,3,16,2.0,True
575,,3,15,1.0,True
576,,3,15,2.0,True
577,,3,8,2.0,True
578,,3,8,4.0,True
579,,3,16,3.0,True
580,,3,8,1.0,True
581,,3,15,4.0,True
582,,3,16,4.0,True
583,,3,8,3.0,True
584,,3,22,0.0,False
585,,3,8,3.0,True
586,,3,8,2.0,True
587,,3,8,2.0,True
588,,3,15,2.0,True
589,,3,16,1.0,True
590,,3,8,0.0,False
591,,3,16,0.0,False
592,,3,8,0.0,False
593,,3,8,2.0,True
594,,3,15,0.0,False
595,,3,8,4.0,True
596,,3,16,4.0,True
597,,3,16,3.0,True
598,,3,15,1.0,True
599,,3,8,4.0,True
600,,3,15,1.0,True
601,,3,15,4.0,True
602,,3,16,4.0,True
603,,3,16,3.0,True
604,,3,16,3.0,True
605,,3,16,2.0,True
606,,3,15,4.0,True
607,,3,8,2.0,True
608,,3,16,4.0,True
609,,3,16,1.0,True
610,,3,16,1.0,True
611,,3,8,0.0,False
612,,3,8,1.0,True
613,,3,16,0.0,False
614,,3,15,0.0,False
615,,3,8,3.0,True
616,,3,16,0.0,False
617,,3,16,3.0,True
618,,3,15,1.0,True
619,,3,15,2.0,True
620,,3,8,1.0,True
621,,3,8,2.0,True
622,,3,16,2.0,True
623,,3,15,4.0,True
624,,3,8,1.0,True
625,,3,8,3.0,True
626,,3,8,2.0,True
627,,3,22,1.0,True
628,,3,15,4.0,True
629,,3,22,1.0,True
630,,3,15,1.0,True
631,,3,8,4.0,True
632,,3,8,2.0,True
633,,3,8,2.0,True
634,,3,8,4.0,True
635,,3,8,2.0,True
636,,3,8,3.0,True
637,,3,8,4.0,True
638,,3,8,3.0,True
639,,3,8,2.0,True
640,,3,8,3.0,True
641,,3,8,2.0,True
642,,3,8,3.0,True
643,,3,15,1.0,True
644,,3,8,3.0,True
645,,3,8,1.0,True
646,,3,16,4.0,True
647,,3,15,3.0,True
648,,3,8,3.0,True
649,,3,16,4.0,True
650,,3,16,4.0,True
651,,3,8,4.0,True
652,,3,10,0.0,False
653,,3,11,1.0,True
654,,3,11,1.0,True
655,,1,16,2.0,True
656,,1,16,-2.0,False
657,,1,8,2.0,True
658,,1,8,2.0,True
659,,1,16,0.0,False
660,,1,8,-1.0,False
661,,1,15,1.0,True
662,,1,15,0.0,False
663,,1,8,0.0,False
664,,1,8,0.0,False
665,,1,16,0.0,False
666,,1,16,-2.0,False
667,,1,8,2.0,True
668,,1,8,0.0,False
669,,1,8,2.0,True
670,,1,8,0.0,False
671,,1,15,-2.0,False
672,,1,8,2.0,True
673,,1,8,-1.0,False
674,,1,15,2.0,True
675,,1,22,1.0,True
676,,1,8,-1.0,False
677,,1,15,2.0,True
678,,1,8,-1.0,False
679,,1,8,0.0,False
680,,1,15,2.0,True
681,,1,8,-1.0,False
682,,1,8,-1.0,False
683,,1,8,-1.0,False
684,,1,8,1.0,True
685,,1,8,-2.0,False
686,,1,15,1.0,True
687,,1,8,1.0,True
688,,1,15,0.0,False
689,,1,8,0.0,False
690,,1,8,-1.0,False
691,,1,16,2.0,True
692,,1,8,1.0,True
693,,1,8,1.0,True
694,,1,8,1.0,True
695,,1,15,-2.0,False
696,,1,8,2.0,True
697,,1,8,-1.0,False
698,,1,22,1.0,True
699,,1,16,0.0,False
700,,1,15,1.0,True
701,,1,16,2.0,True
702,,1,15,2.0,True
703,,1,8,1.0,True
704,,1,8,2.0,True
705,,1,8,1.0,True
706,,1,8,2.0,True
707,,1,16,-2.0,False
708,,1,8,2.0,True
709,,1,16,-2.0,False
710,,1,16,1.0,True
711,,1,8,-1.0,False
712,,1,8,-2.0,False
713,,1,22,1.0,True
714,,1,8,1.0,True
715,,1,8,0.0,False
716,,1,8,-2.0,False
717,,1,8,-1.0,False
718,,1,16,-2.0,False
719,,1,15,-2.0,False
720,,1,16,-1.0,False
721,,1,15,-2.0,False
722,,1,8,-1.0,False
723,,1,22,2.0,True
724,,1,16,1.0,True
725,,1,16,0.0,False
726,,1,8,0.0,False
727,,1,22,-2.0,False
728,,1,8,2.0,True
729,,1,15,2.0,True
730,,1,16,-1.0,False
731,,1,8,-2.0,False
732,,1,15,-2.0,False
733,,1,22,-2.0,False
734,,1,8,-2.0,False
735,,1,11,-2.0,False
736,,1,11,2.0,True
737,,1,11,-2.0,False
738,,1,11,-2.0,False
739,,1,10,0.0,False
740,,1,10,-2.0,False
741,,1,10,0.0,False
742,,1,9,1.0,True
743,,1,4,-2.0,False
744,,1,5,-1.0,False
745,,1,1,0.0,False
746,,1,2,1.0,True
747,,1,2,-1.0,False
748,,1,5,-2.0,False
749,,1,1,-2.0,False
750,,1,3,1.0,True
751,,1,2,0.0,False
752,,1,5,-2.0,False
753,,1,2,1.0,True
754,,1,1,-2.0,False
755,,1,2,-1.0,False
756,,1,4,1.0,True
757,,1,2,-1.0,False
758,,1,3,-2.0,False
759,,1,2,-1.0,False
760,,1,3,1.0,True
761,,1,5,1.0,True
762,,1,1,-1.0,False
763,,1,4,-1.0,False
764,,1,1,0.0,False
765,,1,1,-2.0,False
766,,1,21,2.0,True
767,,1,1,0.0,False
768,,1,2,-2.0,False
769,,1,1,-2.0,False
770,,1,1,1.0,True
771,,1,2,-1.0,False
772,,1,4,-1.0,False
773,,1,3,1.0,True
774,,1,4,-1.0,False
775,,1,2,-2.0,False
776,,1,4,-1.0,False
777,,1,5,-2.0,False
778,,1,2,-1.0,False
779,,1,1,2.0,True
780,,1,1,-1.0,False
781,,1,5,-1.0,False
782,,1,2,-1.0,False
783,,1,2,0.0,False
784,,1,2,-1.0,False
785,,1,2,0.0,False
786,,1,17,-1.0,False
787,,1,7,-2.0,False
788,,1,23,1.0,True
789,,1,7,-1.0,False
790,,1,6,-1.0,False
791,,1,6,-1.0,False
792,,1,23,-2.0,False
793,,1,17,1.0,True
794,,1,6,-1.0,False
795,,1,18,-2.0,False
796,,1,18,-2.0,False
797,,1,23,1.0,True
798,,1,6,-2.0,False
799,,1,6,1.0,True
800,,1,18,-1.0,False
801,,1,17,-2.0,False
802,,1,7,2.0,True
803,,1,6,-1.0,False
804,,1,17,-2.0,False
805,,1,6,2.0,True
806,,1,18,-1.0,False
807,,1,23,-2.0,False
808,,1,7,-2.0,False
809,,1,23,0.0,False
810,,1,6,1.0,True
811,,1,6,1.0,True
812,,1,17,-2.0,False
813,,1,18,-2.0,False
814,,1,7,-2.0,False
815,,1,18,1.0,True
816,,1,17,1.0,True
817,,1,7,-2.0,False
818,,1,18,-1.0,False
819,,1,17,-1.0,False
820,,1,18,-2.0,False
821,,1,17,-2.0,False
822,,1,6,-1.0,False
823,,1,6,-1.0,False
824,,1,7,-1.0,False
825,,1,7,-1.0,False
826,,1,6,-2.0,False
827,,1,17,-2.0,False
828,,1,6,0.0,False
829,,1,6,-2.0,False
830,,1,6,1.0,True
831,,1,6,0.0,False
832,,1,6,1.0,True
833,,2,16,1.0,True
834,,2,15,1.0,True
835,,2,15,1.0,True
836,,2,8,1.0,True
837,,2,8,1.0,True
838,,2,15,1.0,True
839,,2,8,1.0,True
840,,2,8,1.0,True
841,,2,15,1.0,True
842,,2,8,1.0,True
843,,2,8,1.0,True
844,,2,8,1.0,True
845,,2,16,1.0,True
846,,2,15,1.0,True
847,,1,8,1.0,True
848,,1,16,-1.0,False
849,,1,15,-1.0,False
850,,1,8,2.0,True
851,,1,8,-2.0,False
852,,1,8,-1.0,False
853,,1,8,-1.0,False
854,,1,8,0.0,False
855,,1,8,-2.0,False
856,,1,22,-2.0,False
857,,1,16,0.0,False
858,,1,15,-1.0,False
859,,1,16,-2.0,False
860,,1,15,-1.0,False
861,,1,8,2.0,True
862,,1,8,0.0,False
863,,1,22,1.0,True
864,,1,16,-2.0,False
865,,1,15,1.0,True
866,,1,8,1.0,True
867,,1,22,2.0,True
868,,1,8,-2.0,False
869,,1,8,-1.0,False
870,,1,8,0.0,False
871,,1,8,1.0,True
872,,1,8,1.0,True
873,,1,16,1.0,True
874,,1,15,0.0,False
875,,1,8,0.0,False
876,,1,8,-1.0,False
877,,1,8,0.0,False
878,,1,22,0.0,False
879,,1,16,1.0,True
880,,1,16,-2.0,False
881,,1,8,1.0,True
882,,1,8,2.0,True
883,,1,8,-1.0,False
884,,1,22,0.0,False
885,,1,8,-2.0,False
886,,1,8,-1.0,False
887,,1,15,-2.0,False
888,,1,8,-2.0,False
889,,1,16,1.0,True
890,,1,15,1.0,True
891,,1,8,0.0,False
892,,1,8,0.0,False
893,,1,16,1.0,True
894,,1,8,1.0,True
895,,1,8,0.0,False
896,,1,8,1.0,True
897,,1,8,-2.0,False
898,,1,8,-2.0,False
899,,1,16,1.0,True
900,,1,15,-2.0,False
901,,1,8,-2.0,False
902,,1,8,2.0,True
903,,1,22,1.0,True
904,,1,22,1.0,True
905,,1,8,-2.0,False
906,,1,8,-2.0,False
907,,1,8,-1.0,False
908,,1,16,-1.0,False
909,,1,8,-1.0,False
910,,1,22,1.0,True
911,,1,8,1.0,True
912,,1,8,0.0,False
913,,1,8,-2.0,False
914,,1,8,-2.0,False
915,,1,15,1.0,True
916,,1,8,-2.0,False
917,,1,15,-1.0,False
918,,1,16,1.0,True
919,,1,8,-2.0,False
920,,1,16,-1.0,False
921,,1,22,1.0,True
922,,1,8,0.0,False
923,,1,15,-2.0,False
924,,1,4,-1.0,False
925,,1,4,-1.0,False
926,,1,5,1.0,True
927,,1,3,0.0,False
928,,1,2,2.0,True
929,,1,1,1.0,True
930,,1,1,-1.0,False
931,,1,4,-1.0,False
932,,1,4,1.0,True
933,,1,4,-2.0,False
934,,1,4,-1.0,False
935,,1,4,2.0,True
936,,1,4,-1.0,False
937,,1,5,-2.0,False
938,,1,3,1.0,True
939,,1,3,1.0,True
940,,1,2,-2.0,False
941,,1,4,1.0,True
942,,1,2,0.0,False
943,,1,1,1.0,True
944,,1,2,-2.0,False
945,,1,2,-2.0,False
946,,1,2,1.0,True
947,,1,4,1.0,True
948,,1,4,1.0,True
949,,1,5,-1.0,False
950,,1,3,1.0,True
951,,1,3,-1.0,False
952,,1,3,-1.0,False
953,,1,2,2.0,True
954,,1,1,-1.0,False
955,,1,1,-1.0,False
956,,1,4,1.0,True
957,,1,5,0.0,False
958,,1,1,-2.0,False
959,,1,4,2.0,True
960,,1,5,0.0,False
961,,1,5,1.0,True
962,,1,2,0.0,False
963,,1,2,2.0,True
964,,1,2,-2.0,False
965,,1,2,2.0,True
966,,1,4,0.0,False
967,,1,5,-1.0,False
968,,1,2,0.0,False
969,,1,2,-1.0,False
970,,1,1,1.0,True
971,,1,5,0.0,False
972,,1,3,1.0,True
973,,1,2,2.0,True
974,,1,1,-2.0,False
975,,1,2,0.0,False
976,,1,4,-2.0,False
977,,1,1,1.0,True
978,,1,5,-1.0,False
979,,1,2,-2.0,False
980,,1,3,2.0,True
981,,1,3,1.0,True
982,,1,1,-2.0,False
983,,1,4,-1.0,False
984,,1,4,-2.0,False
985,,1,3,-1.0,False
986,,1,3,2.0,True
987,,1,3,0.0,False
988,,1,1,0.0,False
989,,1,2,2.0,True
990,,1,2,1.0,True
991,,1,4,-2.0,False
992,,1,5,0.0,False
993,,1,2,-1.0,False
994,,1,3,2.0,True
995,,1,3,1.0,True
996,,1,3,1.0,True
997,,1,2,-1.0,False
998,,1,5,0.0,False
999,,1,3,-1.0,False
1000,,1,2,-2.0,False
1001,,1,3,-2.0,False
1002,,1,2,-1.0,False
1003,,1,5,-1.0,False
1004,,1,3,0.0,False
1005,,1,2,-1.0,False
1006,,1,2,-1.0,False
1007,,1,2,2.0,True
1008,,1,4,1.0,True
1009,,1,2,1.0,True
1010,,1,2,0.0,False
1011,,1,2,1.0,True
1012,,1,4,0.0,False
1013,,1,23,-1.0,False
1014,,1,23,-1.0,False
1015,,1,23,2.0,True
1016,,1,23,2.0,True
1017,,1,17,-1.0,False
1018,,1,6,-2.0,False
1019,,1,6,-2.0,False
1020,,1,23,0.0,False
1021,,1,18,-2.0,False
1022,,1,17,-2.0,False
1023,,1,7,1.0,True
1024,,1,6,-1.0,False
1025,,1,23,2.0,True
1026,,1,23,2.0,True
1027,,1,17,-1.0,False
1028,,1,17,-1.0,False
1029,,1,7,-2.0,False
1030,,1,17,-1.0,False
1031,,1,17,1.0,True
1032,,1,23,-2.0,False
1033,,1,17,1.0,True
1034,,1,23,0.0,False
1035,,1,17,2.0,True
1036,,1,6,-2.0,False
1037,,1,23,-1.0,False
1038,,1,17,2.0,True
1039,,1,7,-1.0,False
